-0.12635,-0.25175,0.00016217,-0.30773,0.0017527,0.38792,0.0073276,0.26388,0
-0.10764,-0.14728,-0.1268,-0.011158,0.083754,0.30382,0.21502,-0.15926,0
-0.11077,-0.054764,-0.21886,0.17787,0.15671,0.23219,0.10386,-0.072792,0
-0.11809,0.061014,-0.19436,0.14716,0.2518,0.15615,-0.17343,0.21938,0
-0.15128,0.24737,-0.08379,-0.17668,0.3976,0.070045,-0.19264,-0.10217,0
-0.14793,0.24108,0.095421,-0.15898,0.3916,-0.071763,0.19517,-0.097109,0
-0.11658,0.059412,0.1972,0.14905,0.25076,-0.15633,0.16749,0.21752,0
-0.10916,-0.054815,0.21948,0.17753,0.15157,-0.22883,-0.11175,-0.076223,0
-0.10691,-0.1464,0.12734,-0.010968,0.079559,-0.30101,-0.21052,-0.16441,0
-0.12614,-0.24927,-0.0015393,-0.30767,-0.00020505,-0.39683,-0.0037669,0.26175,0
-0.10865,-0.14955,-0.13121,-0.010469,-0.075286,-0.3071,0.21193,-0.18568,0
-0.1127,-0.058041,-0.22702,0.18291,-0.14724,-0.22877,0.10038,-0.098907,0
-0.12112,0.056804,-0.20618,0.15705,-0.24826,-0.14734,-0.18486,0.21472,0
-0.15414,0.24092,-0.093038,-0.17392,-0.40247,-0.06083,-0.2049,-0.08998,0
-0.15045,0.23244,0.093734,-0.15443,-0.39794,0.068012,0.21435,-0.083275,0
-0.11952,0.05284,0.20117,0.15637,-0.2502,0.14609,0.18325,0.21826,0
-0.11166,-0.062961,0.22386,0.17976,-0.1513,0.22616,-0.11038,-0.098243,0
-0.10869,-0.15441,0.13017,-0.015272,-0.07769,0.30658,-0.20568,-0.17874,0
-0.2231,-0.36496,-0.0015198,-0.37059,0.0006811,-0.0042387,0.0027765,0.29278,0
-0.20342,-0.25093,-0.20839,-0.0089804,0.0066965,-0.0026928,0.31779,-0.26398,0
-0.20685,-0.092446,-0.33966,0.27508,0.0066136,0.0011533,0.14415,-0.12633,0
-0.22208,0.097062,-0.31067,0.2391,0.0022672,0.0052141,-0.26029,0.32453,0
-0.26555,0.34032,-0.12136,-0.20014,-0.0052204,0.0040532,-0.22986,-0.09467,0
-0.26171,0.33688,0.13129,-0.18364,-0.0048195,-0.002221,0.24131,-0.094593,0
-0.21994,0.093374,0.31189,0.24209,0.0011267,-0.0070544,0.25722,0.32952,0
-0.20475,-0.09633,0.3384,0.27336,0.00073878,-0.00047681,-0.15738,-0.12823,0
-0.20278,-0.25432,0.20784,-0.012984,0.0018699,0.005732,-0.30994,-0.26225,0
-0.25961,-0.015209,-0.007047,0.00062581,-0.0077906,-0.013104,-6.0597e-06,-0.003113,0
-0.2607,-0.017088,0.011097,-0.0010943,0.011428,-0.013142,-0.0035933,-0.00088639,0
-0.25965,-0.015372,0.0084754,0.0012587,-0.0085322,0.013665,0.0028926,-0.0018774,0
-0.2608,-0.017088,-0.0098145,-0.0005899,0.011747,0.011717,0.0011037,0.0005572,0
0,0,0,0,0,0,0,0,1
